id,price
13801,4548.438291507612
8152,16033.397538504332
5880,12497.743835515379
15551,19189.301561654418
5528,6291.685296603328
18597,29313.65588553492
2745,29213.077543983192
1807,11885.777807395107
15256,47776.939702802614
10538,16736.930528705652
16639,9835.541014864582
17258,23953.25794909675
18720,35326.449367772715
7654,23820.333608879853
18241,25593.336176945417
15210,4756.402741261925
19167,11068.75291410741
3425,17221.591366794848
15391,10835.273272952154
5058,7607.728505830543
15000,26071.737604223836
5485,34427.25186980996
11681,8187.976619056978
3122,20626.925329763537
4823,6913.20781731603
2651,5040.983468350619
18164,54715.78702822313
5620,4682.576896162346
7664,7766.949054541106
13701,41858.34940098398
15927,5565.409376700778
118,28660.546912422255
16305,7236.875185582443
1665,4682.576896162346
13409,17952.82792768877
6042,4682.576896162346
13957,17778.902324913175
14563,50475.53628757484
8082,15290.564231061695
13056,30855.67601057892
17831,8745.475120624658
13391,20263.882334920756
10548,12208.75875373366
9239,47055.98650133792
14513,28405.6792241199
8776,43506.67294116126
11537,116263.46504116098
9489,23106.020091763246
15905,7643.728650402684
1103,13148.440736888857
7571,41858.34940098398
9355,11885.777807395107
13048,21534.453393179072
8819,8381.371989355433
7902,26347.617617080658
6008,6259.72024746406
17556,9912.315902547427
11381,20300.97063332434
14344,5426.649771574789
308,34812.11876747725
18003,9745.763694203635
4400,16515.970803729848
5910,46127.54399008752
3299,4682.576896162346
18600,12318.103332620038
1311,5519.959543935834
10678,34427.25186980996
401,4615.17710824508
7701,26576.40185878535
2855,28110.358481403557
1298,5849.896384799865
15339,13261.439508320556
10886,16736.930528705652
18427,28832.387908472476
8116,16916.400202099616
15852,66389.56601078536
8268,4629.596251880688
5336,4904.207549500012
10760,4878.312239362251
11322,41858.34940098398
4475,4734.37974951786
18354,6912.901516299171
399,6648.440808899716
9621,9680.52386690731
10387,40345.589899280836
3462,7886.240900986187
14321,5417.979176171502
7296,14835.074286160378
18856,4589.976894843697
13788,6082.8700867354455
3184,15032.791722091413
17856,7472.913573732206
10208,15136.824820253818
13028,21722.426412573
19176,17006.965499869442
16443,8745.475120624658
4482,21596.16693847838
18385,29183.166232069572
8624,8841.073319756324
18611,18452.11805651946
9679,23226.20817334745
10990,5873.615022997662
13345,9420.284473232869
13242,4708.484439380099
1680,17511.537539137986
5051,16118.75443499025
8211,8850.284497893153
6254,5365.934091339253
16872,15102.471607638168
18641,28726.999425530496
2057,13990.290760269701
14245,37317.616830069135
10021,17307.23597270915
5412,42050.6807596559
18239,12394.974850059638
11443,5365.934091339253
16304,17309.21573667157
16199,32452.932794043307
1006,30855.67601057892
6253,18060.255319104643
12096,40247.289742503184
3904,10667.137890588436
15147,12612.565428232581
9096,11864.838892111364
14054,22609.962695216826
15906,6923.269165993441
11487,16881.614465072646
4420,17343.980133611516
16034,8370.221353523872
3486,6869.637628564943
7761,16515.970803729848
18420,11535.072654278816
4596,37308.8010627365
5260,25462.38145194287
4061,3888.6584817490093
9604,12479.213642013401
12397,23362.769865715887
13932,17357.692960867622
7872,17266.363619854685
11471,4613.304652551581
12402,12289.750259172515
2669,4756.402741261925
5669,17470.783815874453
8567,6246.115402317365
11464,23225.775101108346
19071,7236.875185582443
3314,12900.93424919763
7658,37383.30678601492
10590,4682.576896162346
2689,4589.976894843697
14074,16491.086007731603
17100,15411.011002386696
954,4890.030637341139
18286,5829.405303170893
18749,29231.765070215613
1895,18808.444346887543
400,5168.573451597983
6820,4136.4247668584
6054,7651.573263491844
11077,17917.00910241036
1872,37466.17644009465
643,9789.710312576004
8233,21707.115495217426
15558,32932.72249561988
6619,9294.144393400687
3595,29676.841272781534
13925,7394.922798692132
5834,11885.777807395107
2455,5272.786458015729
6173,5829.405303170893
3236,33795.74366087246
6582,13224.874448939534
18187,11075.76776299467
18376,80572.29176845151
3997,71705.2213864937
18228,10493.789673506022
16991,5272.786458015729
13922,10043.186829620654
12322,37423.16705095438
7538,10607.820677897875
9799,8523.105559842466
12734,11326.400770178732
112,40247.289742503184
7011,27171.226241730732
10253,76143.88009350955
