id,price
15246,16089.102322656363
5176,3612.378478379906
3143,13276.02058706544
3360,29732.21249252825
3105,11932.870432115491
5390,12346.046261602829
15021,30250.811637924264
17878,41751.88971699978
17425,18967.04651849504
1403,5338.800028391021
175,7391.21768179656
7561,5189.136247286601
4698,7874.8248901893685
1713,5416.320367062409
10733,16622.540718429696
2737,22840.050514214647
4453,22657.06663136384
9129,1789.0521840428446
8383,14276.484625230332
10009,26950.558801476556
17596,16126.70603966481
590,11348.441848270895
10362,10742.883156137137
17936,10954.00013964835
2754,21482.5865770531
2041,11254.118901443615
10330,4828.652981818043
13470,13707.180516898428
1397,5513.642107457936
10565,27206.06929959452
15837,4025.4992524636327
1140,20472.085158601465
4474,32537.319422189357
3404,40903.19524249175
9497,28396.539101709892
246,27978.48708020564
9969,7953.320008135353
2,7706.834685626122
8193,10784.85729793085
5137,40538.33461083771
17977,18023.58397576155
2163,6623.5661180456345
12032,22133.44995413238
3358,13605.471604487715
2363,16160.428986960844
15198,46686.29200849973
13108,28624.493241041328
2685,29597.377307978164
15917,58076.38198640922
15366,23098.393346903555
3773,2207.6229508144847
3896,21676.018344891047
17632,21386.78888437951
16494,9231.524194572814
8136,9166.400265182654
12746,78368.71126598772
7351,2438.4473637379388
14264,19976.87858506448
7810,8102.818142123387
8693,14793.513936975218
2631,890.8155100342153
7337,35904.46671647352
16605,11095.037469226438
10262,3209.751812984598
9505,19993.575719013446
15045,17006.49824759123
2690,5640.213185503596
12781,6758.121251868692
7170,40642.44831555405
17369,7585.412923229083
6958,13142.938491491394
11673,25635.079675214445
18256,8856.270428151127
4114,19680.54520532856
6884,23119.434496859176
6944,5782.840422598101
2484,19608.948130295226
12059,12023.743793778427
3340,40529.42405589503
7244,36502.40014209737
538,31672.546644721388
17033,3343.904418419283
2492,3417.9489682355156
9127,4927.1518790548
1852,9857.99295722792
2634,6672.929312369251
13985,21286.95148732286
14309,11756.176573648245
5143,5226.169230013709
12940,16764.615385035322
2445,17808.313784117858
5204,14947.945387553005
11309,10151.35240401673
4873,18041.811898088203
10713,8763.444757764255
9846,9309.866948901337
16698,48992.21166453495
16047,13183.847654208925
2310,19651.493810994143
11602,15872.703629764219
15158,2490.566583361603
16370,16060.484613886749
3103,20916.017372596212
1757,21221.953638004496
10966,5796.174024944808
13415,19213.572185276204
600,7419.776944887955
14911,22700.465075328448
9652,9418.477431655358
17148,8026.441270231146
1722,2796.8969822018926
14431,18287.312065355236
17742,9148.348189275703
12853,15877.276767175494
13270,1277.7591928005124
6696,7169.627121906515
15322,5045.161576967182
17553,21266.81348103685
14906,1275.4948653263482
15403,761.678288694075
4859,24145.889441991123
2857,18143.65245217124
18588,13859.210463469683
10158,19314.614796228303
13071,14428.805179076026
11722,2512.1945156034303
11616,5730.443521027125
285,3195.248028792326
3291,12446.028961755866
2125,1430.2140583806388
4799,19658.4403363285
7734,7136.704695286819
14188,1310.1502510606583
13434,5435.061257837378
3435,18921.797848419435
9639,7368.411563197912
18303,1250.1242752388916
394,12666.49880090966
2024,4426.108522095051
5456,14619.003843377026
9297,41531.42237133449
13964,10429.450773070113
2943,19606.524313969312
10800,16027.37504625618
4254,6529.327097170791
443,4798.9687975119505
9966,13638.192182748826
942,29953.903004416585
6260,9392.66753495484
13867,41304.62633981349
14976,23469.582345176026
18253,6189.41197953344
10628,19857.313760122084
2323,10431.003360763463
17298,46892.46812029292
10544,44377.83686264801
7806,5258.818249079029
6834,32694.79614418548
15283,144615.66256140955
17054,38002.504518198664
15488,10728.249322378753
703,26532.845553062314
11438,22954.906484588
18553,11494.665011471288
3870,6685.0439310597585
9334,4460.52162294636
1166,9419.072657731555
11367,31223.585670929206
8141,7048.486876389229
13352,10685.272196638316
519,5139.978128576443
10905,5638.771442150949
163,15028.533584864814
18160,5199.620251365099
16205,23784.717476944268
16868,9137.434639640274
13271,15791.17624009465
1821,17765.99465368464
11405,13094.358159296487
2203,11148.884594785544
14597,4125.050569378429
14120,17961.092670216116
14222,14294.97154775806
897,16233.448412299484
203,40457.66311475615
10719,6659.363873419599
7665,35785.45245636806
11576,7444.049664689634
6334,7690.296540545565
16920,39817.21642654699
17340,18351.08348057076
1629,27385.313256730176
6602,2759.5345253055057
16479,73686.49678456648
16112,1613.787845165238
9071,4490.1203904615295
18785,11139.852986250886
8609,20141.322623929555
4589,24491.51478512662
5688,17499.175256481692
15455,15692.926678025242
4648,20113.78470663114
2369,5928.243809762761
14752,19173.036421459976
6306,9148.13923013792
15110,17689.262051794823
9009,6003.066777203569
7649,15125.075251310716
6325,30893.595935260997
15987,3603.744436234639
14403,9803.059730256984
16948,4274.727947462728
9033,2718.2091093267695
10466,28307.91882347406
5013,17548.22002750464
13744,2264.115555440623
18335,17173.09582156915
1737,41766.09067400994
12923,39328.45948357543
3145,3159.5728803071615
9281,2644.506969250647
4167,6401.079563541452
12522,11755.264104459087
7955,12705.410058964537
17652,10176.455234351295
3386,27981.045401961386
7468,12397.569108814208
4170,11175.589841089222
6783,19220.55399690641
7778,41420.465467845796
