id,price
15246,35032.035
5176,-1860.5321
3143,48101.793
3360,2867.9182
3105,34663.32
5390,14242.077
15021,18387.373
17878,23224.738
17425,2863.169
1403,14054.031
175,25570.14
7561,1851.837
4698,28540.088
1713,31532.572
10733,16589.799
2737,23284.312
4453,54203.035
9129,4667.874
8383,24560.61
10009,10841.749
17596,17834.541
590,21633.23
10362,34942.04
17936,11802.129
2754,6216.7847
2041,27893.387
10330,36376.074
13470,52201.145
1397,11997.123
10565,12163.423
15837,5630.969
1140,4902.947
4474,31240.703
3404,4462.2974
9497,35934.375
246,18479.754
9969,10841.749
2,55965.39
8193,24313.047
5137,12536.312
17977,3384.7346
2163,4541.8564
12032,7623.73
3358,21122.29
2363,5583.493
15198,1472.7878
13108,19355.814
2685,23996.43
15917,10037.872
15366,3616.4778
3773,3801.5615
3896,16319.969
17632,23933.033
16494,18460.002
8136,11843.004
12746,32556.166
7351,13210.318
14264,3237.7168
7810,22193.717
8693,10794.206
2631,7087.667
7337,-2322.3726
16605,-1907.5801
10262,29269.344
9505,15215.697
15045,8237.329
2690,9122.243
12781,3587.2668
7170,24192.486
17369,7302.2554
6958,10736.834
11673,7328.1694
18256,39603.87
4114,13437.676
6884,3641.328
6944,14048.582
2484,6686.9893
12059,24048.957
3340,3597.4548
7244,24977.555
538,8240.746
17033,12933.324
2492,10562.165
9127,12964.48
1852,9504.577
2634,13858.242
13985,25238.787
14309,-2293.7576
5143,17634.969
12940,1237.4795
2445,6163.1694
5204,19339.328
11309,8820.644
4873,3589.877
10713,7109.2935
9846,16576.238
16698,9553.599
16047,2475.2058
2310,13467.759
11602,22050.543
15158,11212.973
16370,8837.966
3103,29809.207
1757,47330.71
10966,12701.209
13415,52227.203
600,18415.727
14911,22815.148
9652,15008.808
17148,23387.254
1722,4772.906
14431,19467.717
17742,12004.416
12853,6251.24
13270,5340.5234
6696,10791.566
15322,40973.84
17553,13928.695
14906,60428.117
15403,6822.7036
4859,18172.15
2857,11082.537
18588,6416.754
10158,3572.4482
13071,23558.236
11722,41310.453
11616,10934.735
285,12562.92
3291,23914.932
2125,16038.6455
4799,19777.766
7734,14882.309
14188,4735.893
13434,1979.8594
3435,13297.307
9639,4083.955
18303,4085.1846
394,2871.9023
2024,8993.487
5456,34758.53
9297,9317.528
13964,45136.15
2943,17456.348
10800,33571.59
4254,11609.312
443,15215.235
9966,51641.203
942,15807.039
6260,40957.723
13867,38097.93
14976,8661.958
18253,34046.465
10628,32671.783
2323,-1126.5862
17298,21028.555
10544,11149.744
7806,25427.865
6834,11590.6455
15283,12039.339
17054,9738.491
15488,24254.281
703,63167.555
11438,23893.688
18553,23146.697
3870,11285.838
9334,-1263.6731
1166,16309.305
11367,35554.965
8141,20076.342
13352,17286.85
519,5033.7344
10905,18621.15
163,9888.395
18160,10053.492
16205,9464.638
16868,35249.47
13271,21531.703
1821,-2926.6077
11405,12992.986
2203,10531.302
